#RA2000 DEC2000
156.03344 -57.75944
156.03345 -57.75944
156.03330 -57.76693
156.03331 -57.76694
156.03313 -57.77395
156.03381 -57.76121
156.03382 -57.76122
156.03373 -57.76440
156.03375 -57.76440
156.03418 -57.78689
156.03419 -57.78689
156.03410 -57.78769
156.03465 -57.77465
156.03467 -57.77465
156.03497 -57.77059
156.03540 -57.78384
156.03542 -57.78384
156.03558 -57.78793
156.03588 -57.76924
156.03600 -57.77587
156.03601 -57.77588
156.03603 -57.77877
156.03621 -57.76735
156.03623 -57.76735
156.03607 -57.77879
156.03664 -57.76785
156.03665 -57.76785
156.03658 -57.77867
156.03686 -57.78272
156.03687 -57.78272
156.03698 -57.76632
156.03712 -57.77923
156.03717 -57.78641
156.03712 -57.78748
156.03713 -57.78749
156.03830 -57.78457
156.03831 -57.78458
156.03841 -57.78584
156.03842 -57.78585
156.03856 -57.78366
156.03879 -57.78718
156.03906 -57.76968
156.03932 -57.77429
156.03931 -57.77429
156.03943 -57.78941
156.03946 -57.78943
156.03982 -57.78315
156.04028 -57.77041
156.04028 -57.77042
156.04076 -57.78673
156.04063 -57.78729
156.04064 -57.78730
156.04079 -57.79055
156.04108 -57.79262
156.04110 -57.79262
156.04182 -57.76322
156.04171 -57.77713
156.04189 -57.76324
156.04216 -57.78726
156.04202 -57.79054
156.04202 -57.79055
156.04257 -57.77478
156.04260 -57.77480
156.04259 -57.79448
156.04258 -57.79448
156.04336 -57.76573
156.04337 -57.76573
156.04326 -57.77293
156.04327 -57.77293
156.04342 -57.78789
156.04334 -57.79513
156.04333 -57.79514
156.04404 -57.77367
156.04405 -57.77367
156.04459 -57.76668
156.04460 -57.76668
156.04577 -57.78526
156.04623 -57.77979
156.04638 -57.78300
156.04803 -57.77569
156.04871 -57.78784
156.04874 -57.78784
156.04910 -57.77339
156.04907 -57.77339
156.04909 -57.78577
156.04970 -57.77087
156.04975 -57.77088
156.05014 -57.78608
156.05090 -57.79540
156.05090 -57.79541
156.05131 -57.78404
156.05158 -57.77871
156.05248 -57.78164
156.05294 -57.77276
156.05288 -57.77604
156.05287 -57.78376
156.05337 -57.77673
156.05381 -57.78706
156.05423 -57.76939
156.05425 -57.78216
156.05396 -57.78278
156.05422 -57.78803
156.05448 -57.77470
156.05513 -57.77025
156.05561 -57.77750
156.05584 -57.77062
156.05582 -57.77211
156.05590 -57.79083
156.05665 -57.77562
156.05669 -57.78496
156.05765 -57.77946
156.05765 -57.77946
156.05809 -57.77249
156.05807 -57.77250
156.05804 -57.77576
156.05783 -57.78544
156.05783 -57.78544
156.05835 -57.77870
156.05835 -57.77870
156.05852 -57.79704
156.05868 -57.80275
156.05908 -57.77526
156.05909 -57.77525
156.05916 -57.77909
156.05917 -57.77909
156.05986 -57.77956
156.05992 -57.77962
156.06001 -57.80012
156.06060 -57.77265
156.06059 -57.77265
156.06028 -57.77441
156.06026 -57.77442
156.06023 -57.78347
156.06025 -57.78348
156.06027 -57.78784
156.06087 -57.78110
156.06087 -57.78110
156.06138 -57.78537
156.06139 -57.78537
156.06132 -57.80092
156.06224 -57.78079
156.06223 -57.78079
156.06251 -57.77602
156.06235 -57.78653
156.06299 -57.77395
156.06299 -57.77395
156.06281 -57.78895
156.06286 -57.79377
156.06342 -57.79047
156.06343 -57.79047
156.06359 -57.77499
156.06358 -57.77501
156.06383 -57.79037
156.06382 -57.79038
156.06379 -57.79868
156.06422 -57.77873
156.06421 -57.77873
156.06416 -57.78046
156.06441 -57.77704
156.06441 -57.77704
156.06511 -57.78602
156.06512 -57.78602
156.06516 -57.78662
156.06515 -57.78663
156.06559 -57.78890
156.06729 -57.78343
156.06730 -57.78343
156.06976 -57.79032
156.06976 -57.79033
156.06981 -57.77626
156.06985 -57.77627
156.07002 -57.78928
156.07001 -57.78929
156.07042 -57.77718
156.07041 -57.77718
156.07121 -57.78874
156.07121 -57.78874
156.07325 -57.78249
156.07324 -57.78250
156.07567 -57.77931
156.07568 -57.77930
155.96790 -57.78072
155.96790 -57.78073
155.96957 -57.77368
155.96954 -57.77369
155.96969 -57.78650
155.96946 -57.78968
155.96947 -57.78969
155.97023 -57.78399
155.97028 -57.78717
155.97029 -57.78718
155.97137 -57.78832
155.97137 -57.78833
155.97106 -57.78880
155.97107 -57.78880
155.97186 -57.78728
155.97187 -57.78731
155.97184 -57.79157
155.97224 -57.78025
155.97224 -57.78026
155.97231 -57.77190
155.97231 -57.77190
155.97243 -57.77700
155.97256 -57.78811
155.97287 -57.77308
155.97285 -57.77308
155.97293 -57.78229
155.97293 -57.78230
155.97332 -57.77975
155.97330 -57.77976
155.97384 -57.77843
155.97361 -57.78483
155.97359 -57.78483
155.97635 -57.76732
155.97635 -57.76732
155.97688 -57.77039
155.97688 -57.77040
155.97699 -57.77562
155.97700 -57.77948
155.97699 -57.77952
155.97754 -57.78067
155.97737 -57.78489
155.97811 -57.76384
155.97866 -57.79119
155.97867 -57.79119
155.97975 -57.79271
155.97942 -57.79520
155.97940 -57.79521
155.97986 -57.76629
155.97989 -57.76629
155.97995 -57.77141
155.97994 -57.77142
155.98085 -57.79001
155.98076 -57.79004
155.98131 -57.78258
155.98157 -57.76587
155.98156 -57.76588
155.98163 -57.76614
155.98163 -57.76615
155.98163 -57.77061
155.98164 -57.77061
155.98160 -57.77891
155.98160 -57.77892
155.98156 -57.78293
155.98154 -57.78294
155.98202 -57.77256
155.98193 -57.78257
155.98293 -57.79582
155.98341 -57.77856
155.98341 -57.77857
155.98403 -57.77921
155.98406 -57.77923
155.98476 -57.79462
155.98475 -57.79463
155.98493 -57.77547
155.98494 -57.77547
155.98514 -57.79640
155.98556 -57.77053
155.98557 -57.77053
155.98546 -57.78448
155.98538 -57.78450
155.98601 -57.77014
155.98603 -57.77013
155.98629 -57.79476
155.98748 -57.78740
155.98752 -57.79151
155.98747 -57.79151
155.98810 -57.79556
155.98810 -57.79557
155.98846 -57.77388
155.98846 -57.77389
155.98832 -57.78049
155.98832 -57.78050
155.98845 -57.78152
155.98845 -57.78152
155.98825 -57.78928
155.98891 -57.77616
155.98891 -57.77617
155.98891 -57.77783
155.98891 -57.77785
155.98860 -57.79974
155.98919 -57.78739
155.98919 -57.78740
155.98973 -57.77007
155.98973 -57.77007
155.98958 -57.77506
155.98958 -57.77507
155.98968 -57.78940
155.99009 -57.77879
155.99007 -57.77880
155.98986 -57.79970
155.99152 -57.76994
155.99184 -57.79519
155.99183 -57.79520
155.99223 -57.78520
155.99245 -57.78162
155.99366 -57.77070
155.99389 -57.78587
155.99386 -57.78587
155.99361 -57.78735
155.99361 -57.78735
155.99428 -57.80106
155.99457 -57.78226
155.99451 -57.78228
155.99456 -57.78987
155.99456 -57.78987
155.99496 -57.77939
155.99504 -57.80012
155.99521 -57.78648
155.99522 -57.78649
155.99539 -57.78804
155.99535 -57.78804
155.99539 -57.79530
155.99599 -57.77497
155.99581 -57.79097
155.99577 -57.79098
155.99609 -57.77228
155.99610 -57.77229
155.99617 -57.78887
155.99617 -57.78888
155.99727 -57.77271
155.99700 -57.79210
155.99715 -57.80042
155.99740 -57.77276
155.99787 -57.77291
155.99807 -57.77849
155.99807 -57.77850
155.99804 -57.78087
155.99773 -57.78866
155.99773 -57.78867
155.99798 -57.79727
155.99868 -57.77569
155.99868 -57.77571
155.99875 -57.78295
155.99877 -57.78299
155.99890 -57.79789
155.99934 -57.78563
155.99896 -57.78953
155.99937 -57.79549
155.99939 -57.78240
155.99978 -57.78971
155.99974 -57.78975
155.99938 -57.79547
155.99985 -57.77739
156.00016 -57.78402
156.00018 -57.78404
156.00085 -57.79564
156.00084 -57.79566
156.00139 -57.78430
156.00222 -57.78871
156.00223 -57.78872
156.00209 -57.78962
156.00366 -57.78137
156.00366 -57.78138
156.00355 -57.78784
156.00355 -57.78785
156.00364 -57.79062
156.00465 -57.77811
156.00467 -57.77812
156.00638 -57.78459
156.00714 -57.78153
156.00735 -57.78536
156.00736 -57.78537
156.00761 -57.78659
156.00817 -57.78103
156.00882 -57.78326
156.00882 -57.78327
156.00944 -57.78242
155.98041 -57.76131
155.98212 -57.75571
155.98415 -57.75610
155.98414 -57.75610
155.98408 -57.75834
155.98409 -57.75835
155.98519 -57.76007
155.98536 -57.76085
155.98538 -57.76086
155.98712 -57.75423
155.98713 -57.75423
155.98693 -57.76159
155.98775 -57.75290
155.98808 -57.75738
155.98809 -57.75739
155.98789 -57.75896
155.98783 -57.76601
155.98788 -57.76604
155.98827 -57.76333
155.98828 -57.76333
155.98831 -57.76587
155.98895 -57.75991
155.98949 -57.75739
155.98950 -57.75740
155.98983 -57.76537
155.98984 -57.76538
155.99026 -57.75309
155.99027 -57.75310
155.99036 -57.75743
155.99037 -57.75743
155.99050 -57.75953
155.99050 -57.75953
155.99026 -57.76731
155.99083 -57.75816
155.99084 -57.75816
155.99063 -57.76890
155.99104 -57.75460
155.99105 -57.75461
155.99165 -57.75924
155.99166 -57.75924
155.99146 -57.76127
155.99167 -57.76362
155.99168 -57.76362
155.99202 -57.75522
155.99203 -57.75522
155.99224 -57.75974
155.99233 -57.76821
155.99290 -57.75811
155.99291 -57.75812
155.99286 -57.76966
155.99287 -57.76967
155.99352 -57.75016
155.99353 -57.75017
155.99349 -57.75361
155.99350 -57.75362
155.99314 -57.76537
155.99315 -57.76538
155.99336 -57.76929
155.99336 -57.76929
155.99370 -57.75053
155.99371 -57.75053
155.99383 -57.75867
155.99384 -57.75867
155.99380 -57.75944
155.99381 -57.75945
155.99378 -57.76337
155.99412 -57.75152
155.99413 -57.75152
155.99427 -57.75516
155.99428 -57.75517
155.99397 -57.75598
155.99402 -57.75598
155.99462 -57.76609
155.99463 -57.76609
155.99518 -57.74794
155.99519 -57.74796
155.99496 -57.75028
155.99498 -57.75029
155.99500 -57.75056
155.99499 -57.76036
155.99500 -57.76036
155.99489 -57.76303
155.99491 -57.76303
155.99526 -57.75430
155.99534 -57.75458
155.99536 -57.75457
155.99543 -57.75751
155.99543 -57.75751
155.99558 -57.76691
155.99559 -57.76691
155.99569 -57.76219
155.99570 -57.76219
155.99642 -57.74666
155.99639 -57.74762
155.99619 -57.75873
155.99633 -57.75942
155.99634 -57.75942
155.99641 -57.75969
155.99643 -57.75969
155.99651 -57.74669
155.99646 -57.74762
155.99649 -57.75406
155.99651 -57.75406
155.99650 -57.75459
155.99651 -57.75459
155.99661 -57.75831
155.99662 -57.75832
155.99666 -57.76124
155.99666 -57.76124
155.99709 -57.74728
155.99695 -57.75159
155.99696 -57.75159
155.99699 -57.75887
155.99701 -57.75887
155.99739 -57.75849
155.99741 -57.75849
155.99734 -57.76003
155.99735 -57.76002
155.99737 -57.76452
155.99738 -57.76452
155.99752 -57.76651
155.99754 -57.76652
155.99757 -57.76805
155.99757 -57.76805
155.99790 -57.74657
155.99793 -57.74658
155.99809 -57.75629
155.99805 -57.76112
155.99782 -57.76276
155.99820 -57.75624
155.99847 -57.76171
155.99848 -57.76171
155.99865 -57.75182
155.99866 -57.75182
155.99900 -57.74923
155.99901 -57.74924
155.99928 -57.75434
155.99929 -57.75435
155.99900 -57.76010
155.99901 -57.76010
155.99953 -57.76013
155.99954 -57.76013
155.99939 -57.76133
155.99943 -57.76135
156.00007 -57.75435
156.00010 -57.76562
156.00011 -57.76564
156.00008 -57.76844
156.00008 -57.76844
155.99996 -57.77164
155.99998 -57.77165
156.00024 -57.75241
156.00026 -57.75241
156.00062 -57.75828
156.00096 -57.74669
156.00063 -57.75828
156.00081 -57.75905
156.00082 -57.75906
156.00091 -57.76023
156.00092 -57.76023
156.00095 -57.76471
156.00097 -57.76471
156.00102 -57.77240
156.00126 -57.75225
156.00130 -57.75227
156.00144 -57.76186
156.00145 -57.76187
156.00121 -57.76552
156.00122 -57.76552
156.00178 -57.74883
156.00179 -57.74884
156.00173 -57.75981
156.00174 -57.75981
156.00207 -57.74569
156.00208 -57.74570
156.00225 -57.75004
156.00223 -57.75005
156.00213 -57.75440
156.00215 -57.75440
156.00200 -57.75666
156.00201 -57.75666
156.00218 -57.76086
156.00219 -57.76086
156.00252 -57.75316
156.00253 -57.75316
156.00278 -57.74655
156.00278 -57.74657
156.00284 -57.74989
156.00286 -57.74989
156.00316 -57.75106
156.00318 -57.75106
156.00317 -57.75972
156.00318 -57.75972
156.00327 -57.76471
156.00326 -57.76471
156.00319 -57.77489
156.00320 -57.77490
156.00378 -57.74445
156.00380 -57.74445
156.00377 -57.74961
156.00378 -57.74962
156.00377 -57.75353
156.00378 -57.75353
156.00359 -57.76579
156.00359 -57.76580
156.00380 -57.76965
156.00382 -57.76965
156.00411 -57.74677
156.00412 -57.74678
156.00398 -57.74894
156.00398 -57.74896
156.00417 -57.75006
156.00407 -57.75152
156.00408 -57.75153
156.00409 -57.75301
156.00410 -57.75302
156.00409 -57.76653
156.00460 -57.75472
156.00447 -57.76161
156.00449 -57.76160
156.00444 -57.76269
156.00446 -57.76269
156.00477 -57.77048
156.00446 -57.77185
156.00448 -57.77186
156.00496 -57.74548
156.00497 -57.74550
156.00515 -57.75556
156.00516 -57.75557
156.00493 -57.75865
156.00494 -57.75865
156.00504 -57.75972
156.00505 -57.75972
156.00510 -57.76465
156.00512 -57.76465
156.00545 -57.74701
156.00546 -57.74702
156.00564 -57.74468
156.00601 -57.74509
156.00596 -57.74578
156.00598 -57.74579
156.00599 -57.76111
156.00601 -57.76111
156.00598 -57.76372
156.00601 -57.76374
156.00581 -57.77452
156.00583 -57.77452
156.00626 -57.76433
156.00618 -57.76437
156.00633 -57.76584
156.00634 -57.76584
156.00664 -57.75101
156.00665 -57.75102
156.00669 -57.75774
156.00671 -57.75774
156.00657 -57.76712
156.00653 -57.76843
156.00683 -57.77078
156.00650 -57.77257
156.00652 -57.77258
156.00695 -57.75561
156.00715 -57.77303
156.00716 -57.77304
156.00689 -57.77623
156.00690 -57.77624
156.00761 -57.74544
156.00762 -57.74545
156.00737 -57.76362
156.00740 -57.76436
156.00742 -57.76437
156.00762 -57.77018
156.00751 -57.77051
156.00805 -57.74728
156.00804 -57.74857
156.00805 -57.74858
156.00776 -57.75867
156.00777 -57.75867
156.00785 -57.76111
156.00786 -57.76111
156.00822 -57.74593
156.00824 -57.74595
156.00842 -57.74741
156.00851 -57.74747
156.00822 -57.76268
156.00851 -57.76577
156.00852 -57.76578
156.00818 -57.76749
156.00847 -57.76800
156.00848 -57.76800
156.00839 -57.77664
156.00870 -57.75219
156.00871 -57.75220
156.00859 -57.75777
156.00860 -57.75777
156.00890 -57.76962
156.00890 -57.76965
156.00918 -57.74763
156.00926 -57.75075
156.00927 -57.75076
156.00936 -57.75639
156.00936 -57.75639
156.00931 -57.76564
156.00933 -57.76565
156.00900 -57.77013
156.00942 -57.75483
156.00979 -57.75853
156.00944 -57.76444
156.00945 -57.76444
156.00975 -57.76669
156.00975 -57.76669
156.00944 -57.76926
156.00952 -57.77526
156.00954 -57.77526
156.01006 -57.75480
156.00990 -57.75854
156.01015 -57.76172
156.01016 -57.76172
156.01004 -57.76307
156.01006 -57.76308
156.01002 -57.76647
156.01004 -57.76647
156.01019 -57.77645
156.01021 -57.77646
156.01053 -57.75210
156.01095 -57.75568
156.01103 -57.75954
156.01096 -57.76041
156.01098 -57.76041
156.01124 -57.74981
156.01104 -57.75954
156.01157 -57.75308
156.01160 -57.75308
156.01160 -57.75834
156.01161 -57.75834
156.01165 -57.76426
156.01162 -57.76425
156.01152 -57.77564
156.01206 -57.75659
156.01208 -57.75660
156.01195 -57.76719
156.01195 -57.76719
156.01213 -57.77678
156.01262 -57.74888
156.01265 -57.74888
156.01262 -57.75013
156.01262 -57.75453
156.01232 -57.75589
156.01294 -57.75165
156.01296 -57.75165
156.01304 -57.75688
156.01305 -57.75689
156.01302 -57.75733
156.01303 -57.75732
156.01297 -57.76708
156.01300 -57.76708
156.01305 -57.77150
156.01303 -57.77151
156.01340 -57.75070
156.01342 -57.75069
156.01322 -57.75211
156.01322 -57.75213
156.01313 -57.75589
156.01321 -57.76164
156.01317 -57.76466
156.01320 -57.76466
156.01392 -57.74970
156.01379 -57.75820
156.01382 -57.75821
156.01362 -57.76413
156.01363 -57.76413
156.01429 -57.75063
156.01428 -57.75064
156.01434 -57.75971
156.01436 -57.75971
156.01421 -57.76935
156.01423 -57.76936
156.01413 -57.77613
156.01415 -57.77613
156.01476 -57.76124
156.01478 -57.76124
156.01454 -57.76529
156.01455 -57.76529
156.01471 -57.76810
156.01472 -57.76810
156.01462 -57.77051
156.01466 -57.77106
156.01468 -57.77106
156.01474 -57.77431
156.01500 -57.75753
156.01502 -57.75754
156.01504 -57.76051
156.01506 -57.76051
156.01557 -57.77146
156.01559 -57.77146
156.01590 -57.74975
156.01590 -57.74976
156.01583 -57.75568
156.01586 -57.75568
156.01566 -57.75815
156.01567 -57.75816
156.01569 -57.77333
156.01570 -57.77333
156.01631 -57.75619
156.01620 -57.76058
156.01621 -57.76058
156.01619 -57.77298
156.01622 -57.77297
156.01675 -57.75776
156.01676 -57.75776
156.01653 -57.75954
156.01654 -57.75954
156.01652 -57.76537
156.01654 -57.76537
156.01728 -57.75590
156.01718 -57.76261
156.01719 -57.76261
156.01701 -57.76877
156.01702 -57.76878
156.01730 -57.75591
156.01731 -57.75674
156.01733 -57.75677
156.01757 -57.76451
156.01759 -57.76452
156.01808 -57.75769
156.01831 -57.75636
156.01828 -57.75636
156.01822 -57.76093
156.01845 -57.76769
156.01847 -57.76769
156.01829 -57.77222
156.01831 -57.77222
156.01854 -57.75599
156.01880 -57.76215
156.01882 -57.76215
156.01884 -57.76732
156.01889 -57.76732
156.01909 -57.75711
156.01910 -57.75711
156.01910 -57.76584
156.01912 -57.76584
156.01966 -57.75352
156.01966 -57.75352
156.01947 -57.75473
156.01944 -57.75476
156.01969 -57.76802
156.02006 -57.75963
156.02004 -57.75964
156.02041 -57.75789
156.02042 -57.75789
156.02021 -57.76387
156.02023 -57.76387
156.02035 -57.76471
156.02033 -57.76472
156.02031 -57.76556
156.02033 -57.76556
156.02067 -57.75269
156.02136 -57.75950
156.02105 -57.76729
156.02139 -57.76804
156.02141 -57.76804
156.02180 -57.75235
156.02148 -57.75464
156.02207 -57.75345
156.02209 -57.75345
156.02189 -57.76474
156.02190 -57.76474
156.02300 -57.76370
156.02302 -57.76370
156.02418 -57.75791
156.02419 -57.75792
156.02415 -57.76435
156.02574 -57.75477
156.02575 -57.75476
156.02826 -57.75804
156.02826 -57.75806
156.02903 -57.75587
156.02904 -57.75588
156.03008 -57.75633
156.03021 -57.75637
156.03269 -57.75713
156.03302 -57.75631
156.03303 -57.75632
156.03271 -57.75712
156.03368 -57.75527
156.03370 -57.75528
156.03434 -57.75356
156.03434 -57.75358
156.03423 -57.75513
156.03430 -57.75515
156.03478 -57.75123
156.03478 -57.75124
156.03517 -57.75419
156.03516 -57.75418
156.03486 -57.75633
156.03486 -57.75635
156.03599 -57.75249
156.03598 -57.75251
156.03704 -57.74841
156.03704 -57.74841
156.03760 -57.75182
156.03760 -57.75182
156.03756 -57.75530
156.03758 -57.75532
156.03837 -57.75865
156.03840 -57.75864
156.03857 -57.75766
156.03908 -57.75202
156.03909 -57.75204
156.03963 -57.75058
156.04088 -57.76110
156.04086 -57.76112
156.04126 -57.75480
156.04125 -57.75481
156.04149 -57.74311
156.04198 -57.74774
156.04199 -57.74775
156.04213 -57.75484
156.04216 -57.75484
156.04259 -57.75386
156.04260 -57.75387
156.04280 -57.74018
156.04280 -57.74020
156.04335 -57.74050
156.04335 -57.74051
156.04333 -57.74783
156.04333 -57.74785
156.04343 -57.74890
156.04350 -57.75149
156.04380 -57.74490
156.04359 -57.75149
156.04364 -57.75390
156.04364 -57.75391
156.04424 -57.76031
156.04425 -57.76032
156.04426 -57.76288
156.04427 -57.76288
156.04459 -57.74558
156.04460 -57.74560
156.04602 -57.76099
156.04622 -57.74330
156.04637 -57.76162
156.04639 -57.76164
156.04671 -57.73530
156.04646 -57.75833
156.04677 -57.76267
156.04697 -57.74989
156.04747 -57.73742
156.04743 -57.75271
156.04743 -57.75271
156.04730 -57.76332
156.04734 -57.76334
156.04747 -57.76450
156.04748 -57.76450
156.04811 -57.74028
156.04792 -57.76241
156.04792 -57.76241
156.04774 -57.76357
156.04843 -57.73494
156.04842 -57.73495
156.04822 -57.73788
156.04814 -57.74802
156.04844 -57.75028
156.04818 -57.75352
156.04818 -57.75352
156.04895 -57.75527
156.04895 -57.75527
156.04903 -57.74676
156.04903 -57.74677
156.04900 -57.74805
156.04963 -57.73888
156.04963 -57.73889
156.04970 -57.75005
156.04939 -57.75876
156.04941 -57.75876
156.04969 -57.76081
156.05056 -57.73729
156.05055 -57.73730
156.05060 -57.74579
156.05062 -57.74579
156.05101 -57.76008
156.05114 -57.74087
156.05161 -57.74566
156.05152 -57.74940
156.05187 -57.75920
156.05210 -57.73758
156.05204 -57.75344
156.05221 -57.75685
156.05331 -57.73561
156.05317 -57.75020
156.05393 -57.75712
156.05413 -57.75828
156.05421 -57.76701
156.05461 -57.74112
156.05464 -57.74773
156.05498 -57.75532
156.05542 -57.74018
156.05542 -57.75927
156.05537 -57.75929
156.05524 -57.76248
156.05539 -57.76518
156.05585 -57.74560
156.05585 -57.74561
156.05580 -57.76192
156.05641 -57.74841
156.05647 -57.75713
156.05676 -57.76623
156.05717 -57.73840
156.05708 -57.73840
156.05695 -57.75645
156.05715 -57.76194
156.05716 -57.76196
156.05727 -57.76571
156.05799 -57.73898
156.05800 -57.73898
156.05837 -57.75575
156.05817 -57.76806
156.05817 -57.76806
156.05862 -57.76559
156.05899 -57.73898
156.05900 -57.73897
156.05919 -57.74581
156.05919 -57.74582
156.05926 -57.76207
156.05955 -57.76335
156.06001 -57.75307
156.05999 -57.75308
156.06008 -57.75789
156.06008 -57.75789
156.06013 -57.76942
156.06013 -57.76942
156.06032 -57.76324
156.06093 -57.74636
156.06079 -57.75702
156.06078 -57.75702
156.06129 -57.74863
156.06128 -57.74865
156.06156 -57.74710
156.06156 -57.74712
156.06200 -57.74243
156.06199 -57.74243
156.06199 -57.74432
156.06205 -57.74435
156.06214 -57.75651
156.06217 -57.75655
156.06211 -57.76811
156.06211 -57.76811
156.06234 -57.74845
156.06233 -57.74847
156.06282 -57.74302
156.06282 -57.74303
156.06312 -57.74730
156.06313 -57.74729
156.06391 -57.74553
156.06390 -57.74554
156.06362 -57.76084
156.06416 -57.75160
156.06414 -57.75160
156.06462 -57.74813
156.06461 -57.74814
156.06512 -57.76451
156.06506 -57.76451
156.06548 -57.76844
156.06548 -57.76844
156.06595 -57.75468
156.06595 -57.75470
156.06599 -57.75611
156.06600 -57.75611
156.06609 -57.74308
156.06609 -57.74307
156.06625 -57.75400
156.06624 -57.75402
156.06636 -57.75825
156.06636 -57.75825
156.06728 -57.77283
156.06728 -57.77284
156.06732 -57.76282
156.06800 -57.75754
156.06800 -57.75757
156.06784 -57.76108
156.06831 -57.74957
156.06830 -57.74958
156.06873 -57.75555
156.06859 -57.75629
156.06918 -57.77264
156.06922 -57.77419
156.06922 -57.77420
156.06939 -57.76266
156.06990 -57.74542
156.06991 -57.74542
156.07020 -57.76940
156.07051 -57.75710
156.07051 -57.76662
156.07032 -57.76895
156.07032 -57.76896
156.07021 -57.76941
156.07085 -57.75899
156.07081 -57.75935
156.07141 -57.76514
156.07141 -57.76514
156.07159 -57.74498
156.07159 -57.74499
156.07157 -57.75483
156.07185 -57.76987
156.07181 -57.77124
156.07182 -57.77125
156.07190 -57.76347
156.07190 -57.76347
156.07205 -57.76987
156.07225 -57.77175
156.07225 -57.77176
156.07233 -57.74966
156.07233 -57.74967
156.07308 -57.75966
156.07307 -57.75966
156.07315 -57.76264
156.07315 -57.76264
156.07362 -57.75312
156.07362 -57.75313
156.07381 -57.76440
156.07387 -57.76441
156.07445 -57.74624
156.07560 -57.76642
156.07561 -57.76642
156.07598 -57.77515
156.07595 -57.77515
156.07625 -57.75733
156.07614 -57.75733
156.07651 -57.77121
156.07651 -57.77121
156.07656 -57.77421
156.07657 -57.77421
156.07699 -57.75360
156.07720 -57.77822
156.07720 -57.77822
156.07760 -57.76989
156.07794 -57.75294
156.07793 -57.75296
156.07843 -57.74863
156.07843 -57.74864
156.07878 -57.76190
156.07877 -57.76189
156.07894 -57.77056
156.07895 -57.77056
156.07907 -57.74979
156.07907 -57.74980
156.07910 -57.77780
156.07910 -57.77780
156.07946 -57.76443
156.07947 -57.76443
156.07989 -57.76322
156.07990 -57.76323
156.08052 -57.76040
156.08053 -57.76041
156.08043 -57.76420
156.08042 -57.76420
156.08087 -57.76512
156.08087 -57.76513
156.08158 -57.76444
156.08161 -57.76446
156.08186 -57.76775
156.08168 -57.77444
156.08169 -57.77445
156.08206 -57.77191
156.08207 -57.77191
156.08248 -57.77238
156.08353 -57.75101
156.08320 -57.75445
156.08321 -57.75446
156.08354 -57.75102
156.08404 -57.76344
156.08400 -57.76844
156.08402 -57.76844
156.08399 -57.76997
156.08400 -57.76998
156.08510 -57.75897
156.08639 -57.75728
156.08674 -57.75504
156.08674 -57.75505
156.08647 -57.75730
156.08681 -57.75944
156.08732 -57.76152
156.08780 -57.76489
156.08780 -57.76490
156.08884 -57.75530
156.09117 -57.75615
156.09118 -57.75615
156.09191 -57.75745
156.09192 -57.75746
156.05421 -57.73352
156.05429 -57.73490
156.05577 -57.73332
156.05579 -57.73332
156.05648 -57.73619
156.05837 -57.73776
156.05836 -57.73776
156.06025 -57.73702
156.06026 -57.73702
156.06237 -57.73915
156.06236 -57.73916
156.06551 -57.74133
156.06584 -57.73538
156.06646 -57.73811
156.06657 -57.73812
156.06818 -57.73618
156.06818 -57.73617
156.06991 -57.73324
156.06991 -57.73325
156.07006 -57.74092
156.07006 -57.74093
156.07023 -57.73392
156.07022 -57.73391
156.07027 -57.73888
156.07028 -57.73888
156.07105 -57.73679
156.07104 -57.73677
156.07125 -57.73703
156.07163 -57.73766
156.07282 -57.73742
156.07282 -57.73745
156.07350 -57.73911
156.07351 -57.73911
156.07473 -57.73781
156.07474 -57.73781
156.07464 -57.73886
156.07465 -57.73885
156.07564 -57.74394
156.07565 -57.74394
156.07607 -57.73743
156.07609 -57.73743
156.07742 -57.73651
156.07744 -57.73651
156.07787 -57.73645
156.07790 -57.73645
156.07798 -57.74257
156.07771 -57.74610
156.07849 -57.74743
156.07895 -57.73595
156.07891 -57.73596
156.07904 -57.74663
156.07993 -57.74326
156.07991 -57.74326
156.08050 -57.73701
156.08052 -57.73703
156.08072 -57.74537
156.08074 -57.74538
156.08140 -57.73511
156.08141 -57.73511
156.08216 -57.73898
156.08329 -57.73436
156.08339 -57.73561
156.08337 -57.73560
156.08397 -57.74859
156.08396 -57.74862
156.08470 -57.74064
156.08472 -57.74065
156.08461 -57.74276
156.08519 -57.74779
156.08486 -57.75022
156.08484 -57.75021
156.08542 -57.75164
156.08543 -57.75165
156.08588 -57.74833
156.08722 -57.73995
156.08973 -57.74113
156.08974 -57.74113
156.08953 -57.74981
156.08955 -57.74982
156.09004 -57.74232
156.09007 -57.74232
156.08988 -57.74719
156.08990 -57.74721
156.09125 -57.75421
156.09167 -57.74398
156.09169 -57.74398
156.09165 -57.75065
156.09168 -57.75066
156.09223 -57.75250
156.09225 -57.75251
156.09249 -57.74757
156.09251 -57.74757
156.09247 -57.75217
156.09252 -57.75352
156.09304 -57.75036
156.09305 -57.75037
156.09345 -57.75397
156.09347 -57.75398
156.09371 -57.74184
156.09372 -57.74185
156.09407 -57.75142
156.09409 -57.75143
156.09495 -57.74698
156.09491 -57.75095
156.09494 -57.75096
156.09553 -57.74527
156.09534 -57.74591
156.09535 -57.74592
156.09645 -57.74774
156.09647 -57.74774
156.09934 -57.73966
156.09937 -57.74785
156.09966 -57.74175
156.09967 -57.74175
156.10088 -57.74743
